movieId,title,genres,imdbId,tmdbId,summary,score,cast,director,stars,popularity_score,num_critic_reviews,num_user_reviews
3637,Vagabond (Sans toit ni loi) (1985),Drama,89960,44018.0,"Sans toit ni loi: Directed by Agnès Varda. With Sandrine Bonnaire, Setti Ramdane, Francis Balchère, Jean-Louis Perletti. A young woman's body is found frozen in a ditch. Through flashbacks and interviews, we see the events that led to her inevitable death.",7.7,Sandrine Bonnaire|Macha Méril|Stéphane Freiss,Agnès Varda,Sandrine Bonnaire|Macha Méril|Stéphane Freiss,,62.0,55.0
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,79574,698.0,"Moonraker: Directed by Lewis Gilbert. With Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel. James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",6.2,Christopher Wood|Ian Fleming|Gerry Anderson,Lewis Gilbert,Roger Moore|Lois Chiles|Michael Lonsdale,,111.0,423.0
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,71807,682.0,"The Man with the Golden Gun: Directed by Guy Hamilton. With Roger Moore, Christopher Lee, Britt Ekland, Maud Adams. James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.",6.7,Roger Moore|Christopher Lee|Britt Ekland,Guy Hamilton,Roger Moore|Christopher Lee|Britt Ekland,,110.0,362.0
3640,"King in New York, A (1957)",Comedy|Drama,50598,28973.0,"A King in New York: Directed by Charles Chaplin. With Charles Chaplin, Maxine Audley, Jerry Desmonde, Oliver Johnston. A recently-deposed European monarch seeks shelter in New York City, where he becomes an accidental television celebrity and is later wrongly accused of being a Communist.",7.0,Charles Chaplin|Maxine Audley|Jerry Desmonde,Charles Chaplin,Charles Chaplin|Maxine Audley|Jerry Desmonde,,40.0,62.0
3641,"Woman of Paris, A (1923)",Drama,14624,28974.0,"A Woman of Paris: A Drama of Fate: Directed by Charles Chaplin. With Edna Purviance, Clarence Geldert, Carl Miller, Lydia Knott. A kept woman runs into her former fiancé and finds herself torn between love and comfort.",6.9,Edna Purviance|Clarence Geldert|Carl Miller,Charles Chaplin,Edna Purviance|Clarence Geldert|Carl Miller,,25.0,47.0
3643,"Fighting Seabees, The (1944)",Action|Drama|War,36824,22994.0,"The Fighting Seabees: Directed by Edward Ludwig. With John Wayne, Susan Hayward, Dennis O'Keefe, William Frawley. During WW2, the U.S. Navy implements a new idea of forming construction battalions that also are fighting units, in case of Japanese attack.",6.4,Borden Chase|Æneas MacKenzie|Ethel Hill,Edward Ludwig,John Wayne|Susan Hayward|Dennis O'Keefe,,16.0,45.0
3646,Big Momma's House (2000),Comedy,208003,9600.0,"Big Momma's House: Directed by Raja Gosnell. With Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington. In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",5.2,Martin Lawrence|Nia Long|Paul Giamatti,Raja Gosnell,Martin Lawrence|Nia Long|Paul Giamatti,,100.0,167.0
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,50095,38006.0,"The Abominable Snowman: Directed by Val Guest. With Forrest Tucker, Peter Cushing, Maureen Connell, Richard Wattis. A kindly English botanist and a gruff American scientist lead an expedition to the Himalayas in search of the legendary Yeti.",6.4,Forrest Tucker|Peter Cushing|Maureen Connell,Val Guest,Forrest Tucker|Peter Cushing|Maureen Connell,,60.0,94.0
3649,American Gigolo (1980),Drama,80365,2768.0,"American Gigolo: Directed by Paul Schrader. With Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt. A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit.",6.3,Richard Gere|Lauren Hutton|Hector Elizondo,Paul Schrader,Richard Gere|Lauren Hutton|Hector Elizondo,,56.0,100.0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,81318,24920.0,"City of the Living Dead: Directed by Lucio Fulci. With Christopher George, Catriona MacColl, Carlo De Mejo, Antonella Interlenghi. A reporter and a psychic race to close the Gates of Hell after the suicide of a clergyman caused them to open, allowing the dead to rise from their graves.",6.2,Lucio Fulci|Dardano Sacchetti|H.P. Lovecraft,Lucio Fulci,Christopher George|Catriona MacColl|Carlo De Mejo,,142.0,250.0
3653,"Endless Summer, The (1966)",Documentary,60371,21.0,"The Endless Summer: Directed by Bruce Brown. With Michael Hynson, Robert August, Lord James Blears, Bruce Brown. The crown jewel to ten years of Bruce Brown surfing documentaries. Brown follows two young surfers around the world in search of the perfect wave, and ends up finding quite a few in addition to some colorful local characters.",7.6,Robert August|Michael Hynson|Lord James Blears,Bruce Brown,Robert August|Michael Hynson|Lord James Blears,,41.0,39.0
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,54953,10911.0,"The Guns of Navarone: Directed by J. Lee Thompson. With Gregory Peck, David Niven, Anthony Quinn, Stanley Baker. A team of Allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",7.5,David Niven|Gregory Peck|Anthony Quinn,J. Lee Thompson,David Niven|Gregory Peck|Anthony Quinn,,53.0,196.0
3655,Blow-Out (La grande bouffe) (1973),Drama,70130,10102.0,"De grote schranspartij: Directed by Marco Ferreri. With Marcello Mastroianni, Michel Piccoli, Philippe Noiret, Ugo Tognazzi. A group of men go to a villa in the French countryside where they resolve to eat themselves to death.",7.1,Marcello Mastroianni|Michel Piccoli|Philippe Noiret,Marco Ferreri,Marcello Mastroianni|Michel Piccoli|Philippe Noiret,,97.0,53.0
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,62168,26912.0,"Quatermass and the Pit: Directed by Roy Ward Baker. With James Donald, Andrew Keir, Barbara Shelley, Julian Glover. A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called in to divine its origins and explain its strange effects on people.",7.0,James Donald|Andrew Keir|Barbara Shelley,Roy Ward Baker,James Donald|Andrew Keir|Barbara Shelley,,86.0,177.0
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,98143,26953.0,"Puppet Master: Directed by David Schmoeller. With Paul Le Mat, William Hickey, Irene Miracle, Jimmie F. Skaggs. Psychics find themselves plotted against by a former colleague, who committed suicide after discovering animated, murderous puppets.",5.5,Charles Band|Kenneth J. Hall|David Schmoeller,David Schmoeller,Paul Le Mat|William Hickey|Irene Miracle,,135.0,113.0
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,100438,26954.0,"Puppet Master II: Directed by David Allen. With Elizabeth Maclellan, Collin Bernsen, Steve Welles, Greg Webb. The puppets return and hunt paranormal researchers in an attempt to take their brain fluid for their master, Andre Toulon.",5.3,Elizabeth Maclellan|Collin Bernsen|Steve Welles,David Allen,Elizabeth Maclellan|Collin Bernsen|Steve Welles,,61.0,59.0
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,102728,26956.0,"Puppet Master III: Toulon's Revenge: Directed by David DeCoteau. With Guy Rolfe, Richard Lynch, Ian Abercrombie, Kristopher Logan. A puppeteer's ability to bring inanimate objects to life attracts the attention of the Nazis during World War II.",5.9,Guy Rolfe|Richard Lynch|Ian Abercrombie,David DeCoteau,Guy Rolfe|Richard Lynch|Ian Abercrombie,,74.0,63.0
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,107899,26957.0,"Puppet Master 4: Directed by Jeff Burr. With Gordon Currie, Chandra West, Ash Adams, Teresa Hill. A young scientist and his friends, upon being attacked by demons, are protected by a gang of animated puppets.",5.1,Todd Henschell|Steven E. Carr|Jo Duffy,Jeff Burr,Gordon Currie|Chandra West|Ash Adams,,48.0,40.0
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,110916,26958.0,"Puppet Master 5: Directed by Jeff Burr. With Gordon Currie, Chandra West, Ian Ogilvy, Teresa Hill. The puppets battle their most powerful enemy yet as they protect their new master from the demon God that created the Secret of Life.",4.8,Steven E. Carr|Jo Duffy|Todd Henschell,Jeff Burr,Gordon Currie|Chandra West|Ian Ogilvy,,41.0,29.0
3667,Rent-A-Cop (1988),Action|Comedy|Crime,95977,80287.0,"Rent-a-Cop: Directed by Jerry London. With Burt Reynolds, Liza Minnelli, James Remar, Richard Masur. When call-girl Della gets caught in the middle of a drug bust at a hotel where she was meeting a trick, she is held hostage by a robber that busted in on the drug agents and the drug dealers. She gets rescued by vice cop Church who is accused of staging the aborted bust. Ex-ballplayer turned drug dealer Roger is in tight with corrupt vice cops and their superiors And the fireworks start popping.",4.6,Burt Reynolds|Liza Minnelli|James Remar,Jerry London,Burt Reynolds|Liza Minnelli|James Remar,,22.0,23.0
3668,Romeo and Juliet (1968),Drama|Romance,63518,6003.0,"Romeo and Juliet: Directed by Franco Zeffirelli. With Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea. When two young members of feuding families meet, forbidden love ensues.",7.6,William Shakespeare|Franco Brusati|Masolino D'Amico,Franco Zeffirelli,Leonard Whiting|Olivia Hussey|John McEnery,,42.0,236.0
3669,Stay Tuned (1992),Comedy,105466,23939.0,"Stay Tuned: Directed by Peter Hyams. With John Ritter, Pam Dawber, Jeffrey Jones, David Tom. A husband and wife are sucked into a hellish television set and must survive the gauntlet of twisted versions of shows in which they find themselves.",6.2,John Ritter|Pam Dawber|Jeffrey Jones,Peter Hyams,John Ritter|Pam Dawber|Jeffrey Jones,,45.0,64.0
3671,Blazing Saddles (1974),Comedy|Western,71230,11072.0,"Blazing Saddles: Directed by Mel Brooks. With Cleavon Little, Gene Wilder, Slim Pickens, Harvey Korman. In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",7.7,Mel Brooks|Norman Steinberg|Andrew Bergman,Mel Brooks,Cleavon Little|Gene Wilder|Slim Pickens,621.0,113.0,481.0
3672,Benji (1974),Adventure|Children,71206,23069.0,"Benji: Directed by Joe Camp. With Patsy Garrett, Allen Fiuzat, Cynthia Smith, Peter Breck. A stray dog saves two kidnapped children.",6.1,Peter Breck|Deborah Walley|Patsy Garrett,Joe Camp,Peter Breck|Deborah Walley|Patsy Garrett,,14.0,47.0
3673,Benji the Hunted (1987),Adventure|Children,92638,21299.0,"Benji the Hunted: Directed by Joe Camp. With Benjean, Frank Inn, Red Steagall, Nancy Francis. Benji is left in the wilderness after an accident. Can he survive?",6.2,Red Steagall|Frank Inn|Benjean,Joe Camp,Red Steagall|Frank Inn|Benjean,,9.0,25.0
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,76044,38802.0,"For the Love of Benji: Directed by Joe Camp. With Benjean, Art Vasil, Allen Fiuzat, Patsy Garrett. Benji sniffs out a bogus CIA agent in Athens, Greece.",5.9,Patsy Garrett|Benjean|Art Vasil,Joe Camp,Patsy Garrett|Benjean|Art Vasil,,7.0,18.0
3675,White Christmas (1954),Comedy|Musical|Romance,47673,13368.0,"White Christmas: Directed by Michael Curtiz. With Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen. A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.",7.5,Bing Crosby|Danny Kaye|Rosemary Clooney,Michael Curtiz,Bing Crosby|Danny Kaye|Rosemary Clooney,,85.0,252.0
3676,Eraserhead (1977),Drama|Horror,74486,985.0,"Eraserhead: Directed by David Lynch. With Jack Nance, Charlotte Stewart, Allen Joseph, Jeanne Bates. Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.3,Jack Nance|Charlotte Stewart|Allen Joseph,David Lynch,Jack Nance|Charlotte Stewart|Allen Joseph,,170.0,712.0
3677,Baraka (1992),Documentary,103767,14002.0,Baraka: Directed by Ron Fricke. With Patrick Disanto. A collection of expertly photographed scenes of human life and religion.,8.5,Ron Fricke|Mark Magidson|Genevieve Nicholas,Ron Fricke,,,39.0,176.0
3678,"Man with the Golden Arm, The (1955)",Drama,48347,541.0,"The Man with the Golden Arm: Directed by Otto Preminger. With Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang. A junkie must face his true self to kick his drug addiction.",7.3,Walter Newman|Lewis Meltzer|Nelson Algren,Otto Preminger,Frank Sinatra|Kim Novak|Eleanor Parker,,70.0,99.0
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,82252,21137.0,"The Decline of Western Civilization: Directed by Penelope Spheeris. With Eugene Tatu, Alice Bag Band, Black Flag, Catholic Discipline. A look into the Los Angeles punk rock scene, that was largely ignored by the rock music press of the time.",7.5,Eugene Tatu|Alice Bag Band|Black Flag,Penelope Spheeris,Eugene Tatu|Alice Bag Band|Black Flag,,30.0,38.0
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,94980,36724.0,"The Decline of Western Civilization Part II: The Metal Years: Directed by Penelope Spheeris. With Steven Tyler, Joe Perry, Alice Cooper, Gene Simmons. Documentary showcase, what life was like for the music artists living during the Los Angeles Heavy Metal scene in the mid and late 1980s.",7.2,Joe Perry|Steven Tyler|Gene Simmons,Penelope Spheeris,Joe Perry|Steven Tyler|Gene Simmons,,26.0,45.0
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,59578,938.0,"For a Few Dollars More: Directed by Sergio Leone. With Clint Eastwood, Lee Van Cleef, Gian Maria Volontè, Mara Krupp. Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.",8.2,Sergio Leone|Fulvio Morsella|Luciano Vincenzoni,Sergio Leone,Clint Eastwood|Lee Van Cleef|Gian Maria Volontè,,111.0,357.0
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,70355,10648.0,"Magnum Force: Directed by Ted Post. With Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul. Inspector ""Dirty"" Harry Callahan pursues a conspiracy of vigilante cops, who are not above going beyond the law to kill San Francisco's undesirables.",7.2,Harry Julian Fink|Rita M. Fink|John Milius,Ted Post,Clint Eastwood|Hal Holbrook|Mitchell Ryan,,83.0,240.0
3683,Blood Simple (1984),Crime|Drama|Film-Noir,86979,11368.0,"Blood Simple: Directed by Joel Coen, Ethan Coen. With John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh. The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered.",7.6,John Getz|Frances McDormand|Dan Hedaya,Joel Coen,John Getz|Frances McDormand|Dan Hedaya,,162.0,367.0
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,97322,10875.0,"The Fabulous Baker Boys: Directed by Steve Kloves. With Jeff Bridges, Michelle Pfeiffer, Beau Bridges, Ellie Raab. The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer.",6.9,Jeff Bridges|Michelle Pfeiffer|Beau Bridges,Steve Kloves,Jeff Bridges|Michelle Pfeiffer|Beau Bridges,,38.0,94.0
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,89841,2075.0,"Prizzi's Honor: Directed by John Huston. With Jack Nicholson, Kathleen Turner, Robert Loggia, John Randolph. Two professional assassins fall in love.",6.7,Jack Nicholson|Kathleen Turner|Robert Loggia,John Huston,Jack Nicholson|Kathleen Turner|Robert Loggia,,50.0,102.0
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,99582,1551.0,"Flatliners: Directed by Joel Schumacher. With Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin. Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",6.5,Kiefer Sutherland|Kevin Bacon|Julia Roberts,Joel Schumacher,Kiefer Sutherland|Kevin Bacon|Julia Roberts,,76.0,194.0
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,95525,22500.0,"Gandahar: Directed by René Laloux. With Pierre-Marie Escourrou, Catherine Chevallier, Georges Wilson, Anny Duperey. An evil force from a 1000 years in the future begins to destroy an idyllic paradise, where the citizens are in perfect harmony with nature.",7.0,René Laloux|Jean-Pierre Andrevon|Raphael Cluzel,René Laloux,Glenn Close|Christopher Plummer|Pierre-Marie Escourrou,,29.0,34.0
3688,Porky's (1982),Comedy,84522,10246.0,"Porky's: Directed by Bob Clark. With Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson. In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",6.2,Dan Monahan|Mark Herrier|Wyatt Knight,Bob Clark,Dan Monahan|Mark Herrier|Wyatt Knight,,86.0,200.0
3689,Porky's II: The Next Day (1983),Comedy,86129,19698.0,"Porky's II: The Next Day: Directed by Bob Clark. With Dan Monahan, Wyatt Knight, Mark Herrier, Roger Wilson. The naughty high schoolers of Angel Beach High now seek revenge on a group of KKK religious fanatics and corrupt politicians who want to shut down their Shakespeare production after they cast a Seminole transfer student in the lead.",5.0,Dan Monahan|Wyatt Knight|Mark Herrier,Bob Clark,Dan Monahan|Wyatt Knight|Mark Herrier,,32.0,64.0
3690,Porky's Revenge (1985),Comedy,89826,23919.0,"Porky's Revenge: Directed by James Komack. With Dan Monahan, Wyatt Knight, Tony Ganios, Mark Herrier. As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game because he's betting on the opposing team.",4.8,Dan Monahan|Wyatt Knight|Tony Ganios,James Komack,Dan Monahan|Wyatt Knight|Tony Ganios,,31.0,41.0
3691,Private School (1983),Comedy,86143,18835.0,"Private School: Directed by Noel Black. With Phoebe Cates, Betsy Russell, Matthew Modine, Michael Zorek. Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and two friends visit the girls' school posing as girls.",5.2,Phoebe Cates|Betsy Russell|Matthew Modine,Noel Black,Phoebe Cates|Betsy Russell|Matthew Modine,,19.0,69.0
3692,Class of Nuke 'Em High (1986),Comedy|Horror,90849,26554.0,"Class of Nuke 'Em High: Directed by Richard W. Haines, Lloyd Kaufman. With Janelle Brady, Gil Brenton, Robert Prichard, Pat Ryan. The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.",5.6,Richard W. Haines|Mark Rudnitsky|Lloyd Kaufman,Richard W. Haines,Janelle Brady|Gil Brenton|Robert Prichard,,79.0,72.0
3693,"Toxic Avenger, The (1985)",Comedy|Horror,90190,15239.0,"The Toxic Avenger: Directed by Michael Herz, Lloyd Kaufman. With Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion. Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.",6.2,Lloyd Kaufman|Joe Ritter|Gay Partington Terry,Michael Herz,Andree Maranda|Mitch Cohen|Jennifer Babtist,,124.0,177.0
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,98503,28165.0,"The Toxic Avenger Part II: Directed by Michael Herz, Lloyd Kaufman. With Ron Fazio, John Altamura, Phoebe Legere, Rick Collins. The Toxic Avenger is tricked into traveling to Tokyo to search for his estranged father, leaving Tromaville open to complete domination by an evil corporation.",5.0,Lloyd Kaufman|Gay Partington Terry|Pericles Lewnes,Michael Herz,Ron Fazio|John Altamura|Phoebe Legere,,44.0,50.0
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,98502,28169.0,"The Toxic Avenger Part III: The Last Temptation of Toxie: Directed by Michael Herz, Lloyd Kaufman. With Ron Fazio, John Altamura, Phoebe Legere, Rick Collins. Toxie finds he has nothing to do as a superhero, as he has ridden his city of evil. He decides to go to work for a major corporation, which he discovers may be the evilest of all his adversaries.",4.3,Lloyd Kaufman|Gay Partington Terry|Pericles Lewnes,Michael Herz,Ron Fazio|Phoebe Legere|John Altamura,,34.0,36.0
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,91630,15762.0,"Night of the Creeps: Directed by Fred Dekker. With Jason Lively, Steve Marshall, Jill Whitlow, Tom Atkins. Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",6.7,Jason Lively|Tom Atkins|Steve Marshall,Fred Dekker,Jason Lively|Tom Atkins|Steve Marshall,,181.0,179.0
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,100403,169.0,"Predator 2: Directed by Stephen Hopkins. With Kevin Peter Hall, Danny Glover, Gary Busey, Rubén Blades. The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",6.3,Danny Glover|Gary Busey|Kevin Peter Hall,Stephen Hopkins,Danny Glover|Gary Busey|Kevin Peter Hall,,115.0,477.0
3698,"Running Man, The (1987)",Action|Sci-Fi,93894,865.0,"The Running Man: Directed by Paul Michael Glaser. With Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown. In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",6.7,Arnold Schwarzenegger|Maria Conchita Alonso|Yaphet Kotto,Paul Michael Glaser,Arnold Schwarzenegger|Maria Conchita Alonso|Yaphet Kotto,,163.0,313.0
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,88172,9663.0,"Starman: Directed by John Carpenter. With Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel. An alien takes the form of a young Wisconsin widow's husband and makes her drive him to his departure point in Arizona. Distrustful government agents, along with a more ambivalent scientist, give pursuit in hopes of intercepting them.",7.0,Jeff Bridges|Karen Allen|Charles Martin Smith,John Carpenter,Jeff Bridges|Karen Allen|Charles Martin Smith,,109.0,194.0
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,87004,26889.0,"The Brother from Another Planet: Directed by John Sayles. With Joe Morton, Rosanna Carter, Ray Ramirez, Yves Rene. A mute alien with the appearance of a black human is chased by outer-space bounty hunters through the streets of Harlem.",6.7,Joe Morton|Daryl Edwards|Rosanna Carter,John Sayles,Joe Morton|Daryl Edwards|Rosanna Carter,,29.0,44.0
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,94631,10128.0,"Alien Nation: Directed by Graham Baker. With James Caan, Mandy Patinkin, Terence Stamp, Kevyn Major Howard. In 1988, Earth makes the first contact with an alien civilization. In 1991, these aliens, known as Newcomers, slowly begin to be integrated into human society after three years of quarantine.",6.3,James Caan|Mandy Patinkin|Terence Stamp,Graham Baker,James Caan|Mandy Patinkin|Terence Stamp,,56.0,72.0
3702,Mad Max (1979),Action|Adventure|Sci-Fi,79501,9659.0,"Mad Max: Directed by George Miller. With Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley. In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",6.8,Mel Gibson|Joanne Samuel|Hugh Keays-Byrne,George Miller,Mel Gibson|Joanne Samuel|Hugh Keays-Byrne,,249.0,433.0
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,82694,8810.0,"Mad Max 2: Directed by George Miller. With Mel Gibson, Bruce Spence, Michael Preston, Max Phipps. In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",7.6,Terry Hayes|George Miller|Brian Hannant,George Miller,Mel Gibson|Bruce Spence|Michael Preston,,214.0,402.0
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,89530,9355.0,"Mad Max Beyond Thunderdome: Directed by George Miller, George Ogilvie. With Mel Gibson, Bruce Spence, Adam Cockburn, Tina Turner. After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.",6.2,Mel Gibson|Tina Turner|Bruce Spence,George Miller,Mel Gibson|Tina Turner|Bruce Spence,,148.0,268.0
3705,Bird on a Wire (1990),Action|Comedy|Romance,99141,1727.0,"Bird on a Wire: Directed by John Badham. With Mel Gibson, Goldie Hawn, David Carradine, Bill Duke. An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.",6.0,Mel Gibson|Goldie Hawn|David Carradine,John Badham,Mel Gibson|Goldie Hawn|David Carradine,,37.0,79.0
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,92563,635.0,"Angel Heart: Directed by Alan Parker. With Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling. A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.",7.2,Mickey Rourke|Robert De Niro|Lisa Bonet,Alan Parker,Mickey Rourke|Robert De Niro|Lisa Bonet,,150.0,316.0
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,91635,10068.0,"9½ Weeks: Directed by Adrian Lyne. With Mickey Rourke, Kim Basinger, Margaret Whitton, David Margulies. A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.",5.9,Elizabeth McNeill|Patricia Louisianna Knop|Zalman King,Adrian Lyne,Mickey Rourke|Kim Basinger|Margaret Whitton,,49.0,146.0
3708,Firestarter (1984),Horror|Thriller,87262,11495.0,"Firestarter: Directed by Mark L. Lester. With David Keith, Drew Barrymore, Freddie Jones, Heather Locklear. A couple who participated in a potent medical experiment gain telepathic ability and then have a child who is pyrokinetic.",6.0,Drew Barrymore|David Keith|Freddie Jones,Mark L. Lester,Drew Barrymore|David Keith|Freddie Jones,,96.0,150.0
3709,Sleepwalkers (1992),Horror,105428,11428.0,"Sleepwalkers: Directed by Mick Garris. With Brian Krause, Mädchen Amick, Alice Krige, Jim Haynie. A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.",5.3,Brian Krause|Mädchen Amick|Alice Krige,Mick Garris,Brian Krause|Mädchen Amick|Alice Krige,,92.0,163.0
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,94612,10117.0,"Action Jackson: Directed by Craig R. Baxley. With Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone. Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.",5.5,Carl Weathers|Craig T. Nelson|Vanity,Craig R. Baxley,Carl Weathers|Craig T. Nelson|Vanity,,54.0,89.0
3711,Sarafina! (1992),Drama,105316,35936.0,"Sarafina!: Directed by Darrell Roodt. With Leleti Khumalo, Whoopi Goldberg, Miriam Makeba, John Kani. South African teenagers fight against apartheid in the Soweto Uprising.",6.3,Whoopi Goldberg|Leleti Khumalo|Miriam Makeba,Darrell Roodt,Whoopi Goldberg|Leleti Khumalo|Miriam Makeba,,7.0,23.0
3712,Soapdish (1991),Comedy,102951,25562.0,"Soapdish: Directed by Michael Hoffman. With Cathy Moriarty, Teri Hatcher, Robert Downey Jr., Sally Field. An ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star, but nothing works as they plan.",6.6,Sally Field|Kevin Kline|Cathy Moriarty,Michael Hoffman,Sally Field|Kevin Kline|Cathy Moriarty,,33.0,88.0
3713,"Long Walk Home, The (1990)",Drama,100046,51763.0,"The Long Walk Home: Directed by Richard Pearce. With Sissy Spacek, Whoopi Goldberg, Dwight Schultz, Ving Rhames. Two women, black and white, in 1955 Montgomery Alabama, must decide what they are going to do in response to the famous bus boycott led by Martin Luther King.",7.3,Sissy Spacek|Whoopi Goldberg|Dwight Schultz,Richard Pearce,Sissy Spacek|Whoopi Goldberg|Dwight Schultz,,11.0,37.0
